modulo_codigo,modulo,submodulo_codigo,submodulo,ordem_funcao,funcao
TREASURY,Tesouraria,SM-TREASURY-01,Contas bancárias e posição de caixa,8,"Gerar visão diária, semanal e mensal de caixa."
TREASURY,Tesouraria,SM-TREASURY-02,Pagamentos e terceiros pagadores,1,Criar proposta de pagamento a partir de obrigações selecionadas.
TREASURY,Tesouraria,SM-TREASURY-02,Pagamentos e terceiros pagadores,2,Executar dupla aprovação com dois aprovadores diferentes.
TREASURY,Tesouraria,SM-TREASURY-02,Pagamentos e terceiros pagadores,3,"Permitir pagamento parcial, total ou em lote."
TREASURY,Tesouraria,SM-TREASURY-02,Pagamentos e terceiros pagadores,4,Liquidar faturas de credores diferentes por uma contraparte pagadora/recebedora.
TREASURY,Tesouraria,SM-TREASURY-02,Pagamentos e terceiros pagadores,5,Gerar saldo a pagar ou receber da contraparte quando houver diferença.
TREASURY,Tesouraria,SM-TREASURY-02,Pagamentos e terceiros pagadores,6,"Controlar data, conta, moeda, taxa, encargos e comprovante."
TREASURY,Tesouraria,SM-TREASURY-02,Pagamentos e terceiros pagadores,7,Impedir pagamento duplicado por reenvio.
TREASURY,Tesouraria,SM-TREASURY-02,Pagamentos e terceiros pagadores,8,Permitir override master sem quebrar integridade e com auditoria.
TREASURY,Tesouraria,SM-TREASURY-03,Recebimentos e meios de pagamento,1,"Registrar transferências, depósitos, cartões, cheques físicos e outros meios."
TREASURY,Tesouraria,SM-TREASURY-03,Recebimentos e meios de pagamento,2,Alocar um recebimento a uma ou várias faturas/pedidos.
TREASURY,Tesouraria,SM-TREASURY-03,Recebimentos e meios de pagamento,3,Permitir recebimento parcial e múltiplos meios na mesma venda.
TREASURY,Tesouraria,SM-TREASURY-03,Recebimentos e meios de pagamento,4,Controlar valores não identificados e créditos em conta do cliente.
TREASURY,Tesouraria,SM-TREASURY-03,Recebimentos e meios de pagamento,5,Confirmar liquidação efetiva antes de liberar mercadoria.
TREASURY,Tesouraria,SM-TREASURY-03,Recebimentos e meios de pagamento,6,Registrar pagamento de financeira parceira e vínculo com o cliente.
TREASURY,Tesouraria,SM-TREASURY-03,Recebimentos e meios de pagamento,7,"Tratar estorno, devolução, cheque rejeitado e chargeback."
TREASURY,Tesouraria,SM-TREASURY-03,Recebimentos e meios de pagamento,8,"Gerar eventos para comercial, contas a receber e contabilidade."
TREASURY,Tesouraria,SM-TREASURY-04,"Câmbio, empréstimos e aportes",1,Registrar fechamento de câmbio por operação internacional.
TREASURY,Tesouraria,SM-TREASURY-04,"Câmbio, empréstimos e aportes",2,"Informar taxa negociada, banco, data, moeda, principal e liquidação."
TREASURY,Tesouraria,SM-TREASURY-04,"Câmbio, empréstimos e aportes",3,"Registrar SWIFT, comissões, tarifas bancárias e tributos em linhas separadas."
TREASURY,Tesouraria,SM-TREASURY-04,"Câmbio, empréstimos e aportes",4,Manter dívida original em USD e desembolso equivalente em ARS quando aplicável.
TREASURY,Tesouraria,SM-TREASURY-04,"Câmbio, empréstimos e aportes",5,Calcular diferença cambial realizada.
TREASURY,Tesouraria,SM-TREASURY-04,"Câmbio, empréstimos e aportes",6,"Controlar empréstimos, parcelas, juros, vencimentos e pagamentos."
TREASURY,Tesouraria,SM-TREASURY-04,"Câmbio, empréstimos e aportes",7,Registrar aportes e retiradas/distribuições quando aplicável.
TREASURY,Tesouraria,SM-TREASURY-04,"Câmbio, empréstimos e aportes",8,"Projetar impacto de câmbio, empréstimo e aporte no caixa."
TREASURY,Tesouraria,SM-TREASURY-05,Conciliação e previsão de caixa,1,Importar extrato e sugerir correspondência com pagamentos e recebimentos.
TREASURY,Tesouraria,SM-TREASURY-05,Conciliação e previsão de caixa,2,"Executar matching por valor, data, contraparte, referência e documento."
TREASURY,Tesouraria,SM-TREASURY-05,Conciliação e previsão de caixa,3,Permitir revisão manual preservando a sugestão original.
TREASURY,Tesouraria,SM-TREASURY-05,Conciliação e previsão de caixa,4,"Controlar itens não conciliados, diferenças e pendências."
TREASURY,Tesouraria,SM-TREASURY-05,Conciliação e previsão de caixa,5,"Gerar previsão de caixa por vencimento, pedido, importação e cenário."
TREASURY,Tesouraria,SM-TREASURY-05,Conciliação e previsão de caixa,6,"Produzir visão diária, semanal e mensal."
TREASURY,Tesouraria,SM-TREASURY-05,Conciliação e previsão de caixa,7,Comparar realizado versus previsto e explicar variações.
TREASURY,Tesouraria,SM-TREASURY-05,Conciliação e previsão de caixa,8,"Emitir alertas de saldo insuficiente, concentração e vencimento."
SALES,Comercial,SM-SALES-01,"Preço, catálogo e margem",1,Manter catálogo comercial de produtos e serviços.
SALES,Comercial,SM-SALES-01,"Preço, catálogo e margem",2,"Consultar estoque, custo e disponibilidade em tempo real."
SALES,Comercial,SM-SALES-01,"Preço, catálogo e margem",3,"Calcular preço em ARS ou USD a partir de custo, câmbio e margem."
SALES,Comercial,SM-SALES-01,"Preço, catálogo e margem",4,"Exibir margem em valor, percentual sobre preço líquido e percentual sobre custo."
SALES,Comercial,SM-SALES-01,"Preço, catálogo e margem",5,"Simular cenários de câmbio, desconto, frete, financiamento e comissão."
SALES,Comercial,SM-SALES-01,"Preço, catálogo e margem",6,Preservar a base de custo usada em cada cálculo.
SALES,Comercial,SM-SALES-01,"Preço, catálogo e margem",7,Controlar vigência e histórico de parâmetros de preço.
SALES,Comercial,SM-SALES-01,"Preço, catálogo e margem",8,Permitir cálculo rápido por item e em lote.
SALES,Comercial,SM-SALES-02,Orçamento e desconto,1,"Criar orçamento a partir de cliente, lead, oportunidade ou contato direto."
SALES,Comercial,SM-SALES-02,Orçamento e desconto,2,"Adicionar itens, quantidades, serviços, frete e condições."
SALES,Comercial,SM-SALES-02,Orçamento e desconto,3,"Enviar orçamento por e-mail, portal ou PDF."
SALES,Comercial,SM-SALES-02,Orçamento e desconto,4,"Controlar versões, validade, aceite e motivo de perda."
SALES,Comercial,SM-SALES-02,Orçamento e desconto,5,Aplicar desconto por item ou total.
SALES,Comercial,SM-SALES-02,Orçamento e desconto,6,"Acionar aprovação conforme regra, valor ou margem."
SALES,Comercial,SM-SALES-02,Orçamento e desconto,7,Exibir impacto do desconto na margem antes de confirmar.
SALES,Comercial,SM-SALES-02,Orçamento e desconto,8,Garantir que orçamento não reserve estoque.
SALES,Comercial,SM-SALES-03,"Pedido, reserva e disponibilidade",1,Converter orçamento aceito em pedido sem redigitação.
SALES,Comercial,SM-SALES-03,"Pedido, reserva e disponibilidade",2,Criar pedido direto quando permitido.
SALES,Comercial,SM-SALES-03,"Pedido, reserva e disponibilidade",3,Reservar estoque somente após abertura/confirmação da venda.
SALES,Comercial,SM-SALES-03,"Pedido, reserva e disponibilidade",4,Permitir pedidos e entregas parciais.
SALES,Comercial,SM-SALES-03,"Pedido, reserva e disponibilidade",5,"Controlar saldo pedido, reservado, faturado, entregue e cancelado."
SALES,Comercial,SM-SALES-03,"Pedido, reserva e disponibilidade",6,Realocar reserva entre depósitos/camadas com permissão.
SALES,Comercial,SM-SALES-03,"Pedido, reserva e disponibilidade",7,Bloquear venda acima da disponibilidade salvo exceção autorizada.
SALES,Comercial,SM-SALES-03,"Pedido, reserva e disponibilidade",8,"Exibir próxima ação e pendências de pagamento, fiscal e logística."
SALES,Comercial,SM-SALES-04,"Faturamento, pagamento e liberação",1,Solicitar emissão fiscal ao módulo Fiscal/SI Factura.
SALES,Comercial,SM-SALES-04,"Faturamento, pagamento e liberação",2,"Controlar fatura, notas, impostos, vencimento e situação da autorização."
SALES,Comercial,SM-SALES-04,"Faturamento, pagamento e liberação",3,Registrar comprovante e aguardar crédito bancário efetivo.
SALES,Comercial,SM-SALES-04,"Faturamento, pagamento e liberação",4,Liberar mercadoria somente após recebimento ou pagamento da financeira.
SALES,Comercial,SM-SALES-04,"Faturamento, pagamento e liberação",5,"Tratar pagamento parcial, crédito em conta e múltiplos meios."
SALES,Comercial,SM-SALES-04,"Faturamento, pagamento e liberação",6,Emitir comprovante interno de contingência quando aplicável.
SALES,Comercial,SM-SALES-04,"Faturamento, pagamento e liberação",7,Gerar gate de liberação auditável.
SALES,Comercial,SM-SALES-04,"Faturamento, pagamento e liberação",8,"Integrar faturamento, tesouraria, estoque e contabilidade."
SALES,Comercial,SM-SALES-05,"Entrega, devolução e comissão",1,Planejar retirada pelo cliente ou entrega por transportadora.
SALES,Comercial,SM-SALES-05,"Entrega, devolução e comissão",2,"Emitir remito e coordenar depósito, transporte, data e endereço."
SALES,Comercial,SM-SALES-05,"Entrega, devolução e comissão",3,Confirmar saída e entrega com remito assinado.
SALES,Comercial,SM-SALES-05,"Entrega, devolução e comissão",4,"Controlar entrega parcial, falha, reentrega, seguro e custo de frete."
SALES,Comercial,SM-SALES-05,"Entrega, devolução e comissão",5,"Registrar devolução por item, quantidade, motivo e condição."
SALES,Comercial,SM-SALES-05,"Entrega, devolução e comissão",6,Gerar nota de crédito/débito e retorno ao estoque quando aprovado.
SALES,Comercial,SM-SALES-05,"Entrega, devolução e comissão",7,"Gerar comissão somente após quitação integral, salvo autorização financeira."
SALES,Comercial,SM-SALES-05,"Entrega, devolução e comissão",8,"Manter comissão paga mesmo após evento posterior, conforme política aprovada."
PURCHASING,Compras,SM-PURCHASING-01,Requisições e compras emergenciais,1,"Criar requisição de compra por área, categoria, centro de custo e necessidade."
PURCHASING,Compras,SM-PURCHASING-01,Requisições e compras emergenciais,2,"Classificar bens, serviços, consumo, ativo ou despesa."
PURCHASING,Compras,SM-PURCHASING-01,Requisições e compras emergenciais,3,"Definir urgência, justificativa, quantidade, orçamento e data necessária."
PURCHASING,Compras,SM-PURCHASING-01,Requisições e compras emergenciais,4,Executar workflow de aprovação por valor e categoria.
PURCHASING,Compras,SM-PURCHASING-01,Requisições e compras emergenciais,5,Permitir compra emergencial com regularização posterior e trilha completa.
PURCHASING,Compras,SM-PURCHASING-01,Requisições e compras emergenciais,6,Evitar requisições duplicadas da mesma necessidade.
PURCHASING,Compras,SM-PURCHASING-01,Requisições e compras emergenciais,7,Converter requisição aprovada em cotação ou pedido.
PURCHASING,Compras,SM-PURCHASING-01,Requisições e compras emergenciais,8,Exibir fila de pendências e SLA da solicitação.
PURCHASING,Compras,SM-PURCHASING-02,Cotação e pedido de compra,1,Solicitar e registrar propostas de múltiplos fornecedores.
PURCHASING,Compras,SM-PURCHASING-02,Cotação e pedido de compra,2,"Comparar preço, prazo, impostos, frete, condição e moeda."
PURCHASING,Compras,SM-PURCHASING-02,Cotação e pedido de compra,3,Selecionar proposta com justificativa quando não for a menor.
PURCHASING,Compras,SM-PURCHASING-02,Cotação e pedido de compra,4,Criar pedido de compra e linhas por item/serviço.
PURCHASING,Compras,SM-PURCHASING-02,Cotação e pedido de compra,5,"Controlar aprovação, envio, aceite e alteração do pedido."
PURCHASING,Compras,SM-PURCHASING-02,Cotação e pedido de compra,6,"Manter saldo, vigência, datas e condições do pedido."
PURCHASING,Compras,SM-PURCHASING-02,Cotação e pedido de compra,7,Importar linhas em massa e copiar pedidos recorrentes.
PURCHASING,Compras,SM-PURCHASING-02,Cotação e pedido de compra,8,Vincular fornecedor e histórico de dados bancários.
PURCHASING,Compras,SM-PURCHASING-03,Recebimento de bens e serviços,1,Registrar recebimento total ou parcial de bens.
PURCHASING,Compras,SM-PURCHASING-03,Recebimento de bens e serviços,2,Confirmar prestação e aceite de serviços.
PURCHASING,Compras,SM-PURCHASING-03,Recebimento de bens e serviços,3,"Conferir pedido, quantidade, qualidade e documento de entrega."
PURCHASING,Compras,SM-PURCHASING-03,Recebimento de bens e serviços,4,Gerar entrada de estoque quando aplicável.
PURCHASING,Compras,SM-PURCHASING-03,Recebimento de bens e serviços,5,"Tratar falta, sobra, avaria, devolução e rejeição."
PURCHASING,Compras,SM-PURCHASING-03,Recebimento de bens e serviços,6,Manter saldo pendente do pedido.
PURCHASING,Compras,SM-PURCHASING-03,Recebimento de bens e serviços,7,"Anexar evidências, remitos e confirmações."
PURCHASING,Compras,SM-PURCHASING-03,Recebimento de bens e serviços,8,"Gerar evento para three-way match, fiscal e contabilidade."
PURCHASING,Compras,SM-PURCHASING-04,Fatura e contas a pagar,1,"Capturar fatura por OCR, upload, e-mail ou entrada manual."
PURCHASING,Compras,SM-PURCHASING-04,Fatura e contas a pagar,2,Registrar cada item líquido e tributos em linhas separadas.
PURCHASING,Compras,SM-PURCHASING-04,Fatura e contas a pagar,3,Executar conferência pedido × recebimento × fatura quando aplicável.
PURCHASING,Compras,SM-PURCHASING-04,Fatura e contas a pagar,4,"Classificar conta contábil, centro de custo, imposto e vencimento."
PURCHASING,Compras,SM-PURCHASING-04,Fatura e contas a pagar,5,Tratar fatura sem pedido ou compra emergencial com aprovação.
PURCHASING,Compras,SM-PURCHASING-04,Fatura e contas a pagar,6,Gerar obrigação de contas a pagar.
PURCHASING,Compras,SM-PURCHASING-04,Fatura e contas a pagar,7,Permitir pagamento por terceiro ou a contraparte diferente.
PURCHASING,Compras,SM-PURCHASING-04,Fatura e contas a pagar,8,"Manter vínculo integral entre fatura, obrigação, pagamento e documento."
PURCHASING,Compras,SM-PURCHASING-05,"Contratos, reposição e análise",1,Manter contratos de fornecimento e serviço com vigência e anexos.
PURCHASING,Compras,SM-PURCHASING-05,"Contratos, reposição e análise",2,"Controlar preços, reajustes, limites, consumo e vencimentos."
PURCHASING,Compras,SM-PURCHASING-05,"Contratos, reposição e análise",3,Gerar alertas de renovação e obrigação contratual.
PURCHASING,Compras,SM-PURCHASING-05,"Contratos, reposição e análise",4,"Sugerir reposição por estoque, consumo ou demanda configurada."
PURCHASING,Compras,SM-PURCHASING-05,"Contratos, reposição e análise",5,"Analisar compras por fornecedor, categoria, centro de custo e período."
PURCHASING,Compras,SM-PURCHASING-05,"Contratos, reposição e análise",6,"Comparar preço contratado, pedido e faturado."
PURCHASING,Compras,SM-PURCHASING-05,"Contratos, reposição e análise",7,"Medir lead time, cumprimento e variação de custo."
PURCHASING,Compras,SM-PURCHASING-05,"Contratos, reposição e análise",8,Gerar base para negociação e orçamento.
CRM,CRM,SM-CRM-01,"Entrada, deduplicação e distribuição de leads",1,"Capturar leads manualmente, por portal, marketplace, WhatsApp, e-mail ou importação."
CRM,CRM,SM-CRM-01,"Entrada, deduplicação e distribuição de leads",2,Validar CUIT e dados mínimos quando existirem.
CRM,CRM,SM-CRM-01,"Entrada, deduplicação e distribuição de leads",3,"Deduplicar por CUIT, telefone, e-mail e cadastro-base."
CRM,CRM,SM-CRM-01,"Entrada, deduplicação e distribuição de leads",4,Converter contato existente em novo papel sem duplicar Party Master.
CRM,CRM,SM-CRM-01,"Entrada, deduplicação e distribuição de leads",5,"Classificar fonte, canal, segmento, região e interesse."
CRM,CRM,SM-CRM-01,"Entrada, deduplicação e distribuição de leads",6,"Distribuir lead por regra, carteira, região, fila ou responsável."
CRM,CRM,SM-CRM-01,"Entrada, deduplicação e distribuição de leads",7,Controlar SLA de primeiro contato e alertas de atraso.
CRM,CRM,SM-CRM-01,"Entrada, deduplicação e distribuição de leads",8,"Manter histórico de origem, distribuição e reatribuição."
CRM,CRM,SM-CRM-02,"Contas, contatos e carteira",1,Manter visão comercial da empresa/pessoa e seus papéis.
CRM,CRM,SM-CRM-02,"Contas, contatos e carteira",2,"Controlar razão social, nome fantasia, CUIT, endereços e contatos."
CRM,CRM,SM-CRM-02,"Contas, contatos e carteira",3,"Manter múltiplos contatos, funções e canais preferidos."
CRM,CRM,SM-CRM-02,"Contas, contatos e carteira",4,"Associar conta a carteira, vendedor, representante ou equipe."
CRM,CRM,SM-CRM-02,"Contas, contatos e carteira",5,"Controlar segmentos cliente final, revenda, transportadora e marketplace."
CRM,CRM,SM-CRM-02,"Contas, contatos e carteira",6,"Exibir vendas, pagamentos, oportunidades, tickets e atividades em uma timeline."
CRM,CRM,SM-CRM-02,"Contas, contatos e carteira",7,Alertar revisão cadastral a cada 18 meses sem impedir faturamento.
CRM,CRM,SM-CRM-02,"Contas, contatos e carteira",8,Controlar transferência de carteira com histórico.
CRM,CRM,SM-CRM-03,"Oportunidades, pipeline e forecast",1,"Criar oportunidade com cliente, necessidade, produtos, valor e prazo estimado."
CRM,CRM,SM-CRM-03,"Oportunidades, pipeline e forecast",2,Manter funil e etapas configuráveis.
CRM,CRM,SM-CRM-03,"Oportunidades, pipeline e forecast",3,"Registrar probabilidade, data prevista, concorrente e próximo passo."
CRM,CRM,SM-CRM-03,"Oportunidades, pipeline e forecast",4,Alertar oportunidades paradas ou sem atividade.
CRM,CRM,SM-CRM-03,"Oportunidades, pipeline e forecast",5,Converter oportunidade em orçamento sem redigitação.
CRM,CRM,SM-CRM-03,"Oportunidades, pipeline e forecast",6,"Marcar ganho, perda, adiamento e motivo."
CRM,CRM,SM-CRM-03,"Oportunidades, pipeline e forecast",7,Calcular forecast ponderado e não ponderado.
CRM,CRM,SM-CRM-03,"Oportunidades, pipeline e forecast",8,"Permitir análise por vendedor, canal, região, segmento e produto."
CRM,CRM,SM-CRM-04,"Atividades, WhatsApp, e-mail e tickets",1,"Registrar ligação, reunião, e-mail, WhatsApp, visita e tarefa."
CRM,CRM,SM-CRM-04,"Atividades, WhatsApp, e-mail e tickets",2,"Agendar follow-up, lembrete e responsável."
CRM,CRM,SM-CRM-04,"Atividades, WhatsApp, e-mail e tickets",3,Manter thread de comunicação vinculada à conta e oportunidade.
CRM,CRM,SM-CRM-04,"Atividades, WhatsApp, e-mail e tickets",4,Criar templates e mensagens rápidas.
CRM,CRM,SM-CRM-04,"Atividades, WhatsApp, e-mail e tickets",5,"Registrar anexos, observações e resultado da atividade."
CRM,CRM,SM-CRM-04,"Atividades, WhatsApp, e-mail e tickets",6,Abrir ticket pré-venda ou encaminhar ao atendimento.
CRM,CRM,SM-CRM-04,"Atividades, WhatsApp, e-mail e tickets",7,Controlar SLA e pendências da atividade.
CRM,CRM,SM-CRM-04,"Atividades, WhatsApp, e-mail e tickets",8,Permitir captura offline e sincronização posterior idempotente.
CRM,CRM,SM-CRM-05,"Metas, desempenho e offline",1,"Definir metas por vendedor, equipe, canal, região e período."
CRM,CRM,SM-CRM-05,"Metas, desempenho e offline",2,"Medir leads, contatos, oportunidades, conversão, receita e margem."
CRM,CRM,SM-CRM-05,"Metas, desempenho e offline",3,"Comparar realizado, pipeline e meta."
CRM,CRM,SM-CRM-05,"Metas, desempenho e offline",4,Exibir ranking e tendências sem ocultar critérios.
CRM,CRM,SM-CRM-05,"Metas, desempenho e offline",5,Permitir dashboard pessoal e gerencial por permissão.
CRM,CRM,SM-CRM-05,"Metas, desempenho e offline",6,"Disponibilizar carteira, atividades e oportunidades no desktop offline."
CRM,CRM,SM-CRM-05,"Metas, desempenho e offline",7,Resolver conflitos de sincronização por revisão manual.
CRM,CRM,SM-CRM-05,"Metas, desempenho e offline",8,"Gerar alertas de baixa atividade, atraso e risco de meta."
CLOSE,Fechamento contábil transversal,SM-CLOSE-01,Calendário e tarefas de fechamento,1,"Manter calendário diário, semanal, mensal, semestral, anual e fiscal."
CLOSE,Fechamento contábil transversal,SM-CLOSE-01,Calendário e tarefas de fechamento,2,"Gerar checklist por período, área, responsável e prazo."
CLOSE,Fechamento contábil transversal,SM-CLOSE-01,Calendário e tarefas de fechamento,3,Controlar dependências entre tarefas.
CLOSE,Fechamento contábil transversal,SM-CLOSE-01,Calendário e tarefas de fechamento,4,"Exibir status, atraso, bloqueio, evidência e próxima ação."
CLOSE,Fechamento contábil transversal,SM-CLOSE-01,Calendário e tarefas de fechamento,5,Reatribuir tarefa e escalar atraso.
CLOSE,Fechamento contábil transversal,SM-CLOSE-01,Calendário e tarefas de fechamento,6,Exigir aprovação e assinatura de tarefas críticas.
CLOSE,Fechamento contábil transversal,SM-CLOSE-01,Calendário e tarefas de fechamento,7,Copiar checklist de período anterior e versionar alterações.
CLOSE,Fechamento contábil transversal,SM-CLOSE-01,Calendário e tarefas de fechamento,8,Consolidar cockpit executivo do fechamento.
CLOSE,Fechamento contábil transversal,SM-CLOSE-02,Reconciliação de subledgers,1,"Reconciliar COMEX, landed cost, fiscal, estoque, tesouraria, comercial e compras com o GL."
CLOSE,Fechamento contábil transversal,SM-CLOSE-02,Reconciliação de subledgers,2,Definir regras e chaves de correspondência por subledger.
CLOSE,Fechamento contábil transversal,SM-CLOSE-02,Reconciliação de subledgers,3,"Comparar saldos, movimentos e documentos."
CLOSE,Fechamento contábil transversal,SM-CLOSE-02,Reconciliação de subledgers,4,"Classificar diferença como timing, erro, pendência ou ajuste."
CLOSE,Fechamento contábil transversal,SM-CLOSE-02,Reconciliação de subledgers,5,"Criar item de reconciliação, responsável e prazo."
CLOSE,Fechamento contábil transversal,SM-CLOSE-02,Reconciliação de subledgers,6,Exigir explicação ou ajuste para saldo material.
CLOSE,Fechamento contábil transversal,SM-CLOSE-02,Reconciliação de subledgers,7,Permitir drill-down até documento e evento operacional.
CLOSE,Fechamento contábil transversal,SM-CLOSE-02,Reconciliação de subledgers,8,Emitir evidência e assinatura da reconciliação.
CLOSE,Fechamento contábil transversal,SM-CLOSE-03,"Provisões, accruals e câmbio",1,Criar provisões e accruals por documento faltante ou competência.
CLOSE,Fechamento contábil transversal,SM-CLOSE-03,"Provisões, accruals e câmbio",2,"Definir conta, dimensão, moeda, valor, justificativa e reversão."
CLOSE,Fechamento contábil transversal,SM-CLOSE-03,"Provisões, accruals e câmbio",3,Aprovar e postar ajustes de fechamento.
CLOSE,Fechamento contábil transversal,SM-CLOSE-03,"Provisões, accruals e câmbio",4,Executar reavaliação cambial pela taxa de fechamento.
CLOSE,Fechamento contábil transversal,SM-CLOSE-03,"Provisões, accruals e câmbio",5,Calcular ganho/perda não realizado por saldo monetário.
CLOSE,Fechamento contábil transversal,SM-CLOSE-03,"Provisões, accruals e câmbio",6,Reverter automaticamente ajustes no período seguinte quando configurado.
CLOSE,Fechamento contábil transversal,SM-CLOSE-03,"Provisões, accruals e câmbio",7,Comparar provisão versus valor real recebido depois.
CLOSE,Fechamento contábil transversal,SM-CLOSE-03,"Provisões, accruals e câmbio",8,Manter memória de cálculo e evidência.
CLOSE,Fechamento contábil transversal,SM-CLOSE-04,Demonstrações e pacote gerencial,1,"Gerar balanço, DRE e fluxo de caixa por período."
CLOSE,Fechamento contábil transversal,SM-CLOSE-04,Demonstrações e pacote gerencial,2,Apresentar ARS e USD com taxa master.
CLOSE,Fechamento contábil transversal,SM-CLOSE-04,Demonstrações e pacote gerencial,3,Aplicar mapeamento versionado de contas e linhas.
CLOSE,Fechamento contábil transversal,SM-CLOSE-04,Demonstrações e pacote gerencial,4,"Gerar comparativos mensal, acumulado e versus período anterior."
CLOSE,Fechamento contábil transversal,SM-CLOSE-04,Demonstrações e pacote gerencial,5,"Produzir relatórios de custo, margem, despesas, descontos e rentabilidade."
CLOSE,Fechamento contábil transversal,SM-CLOSE-04,Demonstrações e pacote gerencial,6,Exportar Excel/PDF preservando hierarquia e fórmulas controladas.
CLOSE,Fechamento contábil transversal,SM-CLOSE-04,Demonstrações e pacote gerencial,7,Permitir drill-down da demonstração ao razão e documento.
CLOSE,Fechamento contábil transversal,SM-CLOSE-04,Demonstrações e pacote gerencial,8,Preparar pacote gerencial com comentários e evidências.
CLOSE,Fechamento contábil transversal,SM-CLOSE-05,"Reabertura, auditoria e cockpit",1,Aprovar fechamento do período e bloquear postagens comuns.
CLOSE,Fechamento contábil transversal,SM-CLOSE-05,"Reabertura, auditoria e cockpit",2,"Reabrir período somente com permissão, motivo e aprovador."
CLOSE,Fechamento contábil transversal,SM-CLOSE-05,"Reabertura, auditoria e cockpit",3,Registrar toda alteração feita após reabertura.
CLOSE,Fechamento contábil transversal,SM-CLOSE-05,"Reabertura, auditoria e cockpit",4,Comparar demonstrações antes e depois da reabertura.
CLOSE,Fechamento contábil transversal,SM-CLOSE-05,"Reabertura, auditoria e cockpit",5,"Manter evidências, assinatura e log imutável."
CLOSE,Fechamento contábil transversal,SM-CLOSE-05,"Reabertura, auditoria e cockpit",6,"Exibir cockpit com progresso, riscos, variações e tarefas críticas."
CLOSE,Fechamento contábil transversal,SM-CLOSE-05,"Reabertura, auditoria e cockpit",7,Alertar lançamento tardio e subledger fora de reconciliação.
CLOSE,Fechamento contábil transversal,SM-CLOSE-05,"Reabertura, auditoria e cockpit",8,Encerrar novamente o período com nova versão do pacote.
PLATFORM,Plataforma,SM-PLATFORM-01,"Identidade, RBAC e escopos",1,"Provisionar, ativar, bloquear e desativar usuários."
PLATFORM,Plataforma,SM-PLATFORM-01,"Identidade, RBAC e escopos",2,"Autenticar usuário e controlar sessão, dispositivo e recuperação de acesso."
PLATFORM,Plataforma,SM-PLATFORM-01,"Identidade, RBAC e escopos",3,"Manter papéis, permissões e escopos por módulo, ação, empresa, depósito e setor."
PLATFORM,Plataforma,SM-PLATFORM-01,"Identidade, RBAC e escopos",4,"Separar permissões de visualizar, criar, alterar, aprovar, cancelar, reabrir e exportar."
PLATFORM,Plataforma,SM-PLATFORM-01,"Identidade, RBAC e escopos",5,Aplicar princípio de menor privilégio.
PLATFORM,Plataforma,SM-PLATFORM-01,"Identidade, RBAC e escopos",6,Controlar usuário master sem permitir quebra de invariantes técnicas.
PLATFORM,Plataforma,SM-PLATFORM-01,"Identidade, RBAC e escopos",7,"Registrar tentativas, acessos e alterações de permissão."
PLATFORM,Plataforma,SM-PLATFORM-01,"Identidade, RBAC e escopos",8,Exibir matriz de acesso pesquisável e comparável.
PLATFORM,Plataforma,SM-PLATFORM-02,"Aprovações, override, auditoria e parâmetros",1,"Configurar políticas de aprovação por operação, valor, setor e condição."
PLATFORM,Plataforma,SM-PLATFORM-02,"Aprovações, override, auditoria e parâmetros",2,Executar dupla aprovação com pessoas distintas quando exigido.
PLATFORM,Plataforma,SM-PLATFORM-02,"Aprovações, override, auditoria e parâmetros",3,Permitir criador como um dos aprovadores quando a regra permitir.
PLATFORM,Plataforma,SM-PLATFORM-02,"Aprovações, override, auditoria e parâmetros",4,Registrar override master com regra ultrapassada e histórico.
PLATFORM,Plataforma,SM-PLATFORM-02,"Aprovações, override, auditoria e parâmetros",5,"Manter auditoria append-only de dados, ações e integrações."
PLATFORM,Plataforma,SM-PLATFORM-02,"Aprovações, override, auditoria e parâmetros",6,"Manter parâmetros funcionais e vigências pela interface, sem editar código."
PLATFORM,Plataforma,SM-PLATFORM-02,"Aprovações, override, auditoria e parâmetros",7,"Controlar feature flags, publicação, rollback e comparação de versões."
PLATFORM,Plataforma,SM-PLATFORM-02,"Aprovações, override, auditoria e parâmetros",8,Exibir fila de aprovações e trilha de decisão.
PLATFORM,Plataforma,SM-PLATFORM-03,"Documentos, OCR, busca e notificações",1,Armazenar documentos em object storage com metadados e versão.
PLATFORM,Plataforma,SM-PLATFORM-03,"Documentos, OCR, busca e notificações",2,"Fazer upload, importação por e-mail/API e vinculação a qualquer entidade."
PLATFORM,Plataforma,SM-PLATFORM-03,"Documentos, OCR, busca e notificações",3,Executar OCR e extração por campo/linha.
PLATFORM,Plataforma,SM-PLATFORM-03,"Documentos, OCR, busca e notificações",4,"Permitir revisão humana, aceitação parcial e correção."
PLATFORM,Plataforma,SM-PLATFORM-03,"Documentos, OCR, busca e notificações",5,"Indexar conteúdo para busca global por texto, número e entidade."
PLATFORM,Plataforma,SM-PLATFORM-03,"Documentos, OCR, busca e notificações",6,"Controlar acesso, retenção, hash e integridade do arquivo."
PLATFORM,Plataforma,SM-PLATFORM-03,"Documentos, OCR, busca e notificações",7,"Enviar notificações in-app, e-mail e futuros adapters."
PLATFORM,Plataforma,SM-PLATFORM-03,"Documentos, OCR, busca e notificações",8,"Manter preferências, prioridade, leitura e escalonamento."
PLATFORM,Plataforma,SM-PLATFORM-04,"Desktop, offline e sincronização",1,Entregar aplicativo desktop para macOS e Windows.
