id,level,unit_id,module,submodule,pr,capability_code,capability,lens_code,lens,layout_id
SM-COMEX-01-Q0321,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SYNC,sincronização,TRG,gatilho e entrada,LAY-19
SM-COMEX-01-Q0322,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SYNC,sincronização,FLD,campos e defaults,LAY-19
SM-COMEX-01-Q0323,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SYNC,sincronização,STA,estado e ação,LAY-19
SM-COMEX-01-Q0324,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SYNC,sincronização,EXC,exceções e reversões,LAY-19
SM-COMEX-01-Q0325,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SYNC,sincronização,BUL,lote e produtividade,LAY-19
SM-COMEX-01-Q0326,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SYNC,sincronização,ROL,papéis e aprovação,LAY-19
SM-COMEX-01-Q0327,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SYNC,sincronização,UI,tela e navegação,LAY-19
SM-COMEX-01-Q0328,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SYNC,sincronização,AUT,automação e sugestão,LAY-19
SM-COMEX-01-Q0329,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SYNC,sincronização,INT,integração e offline,LAY-19
SM-COMEX-01-Q0330,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SYNC,sincronização,TST,teste e aceite,LAY-19
SM-COMEX-01-Q0331,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CONFLICT,conflitos de sincronização,TRG,gatilho e entrada,LAY-06
SM-COMEX-01-Q0332,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CONFLICT,conflitos de sincronização,FLD,campos e defaults,LAY-06
SM-COMEX-01-Q0333,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CONFLICT,conflitos de sincronização,STA,estado e ação,LAY-06
SM-COMEX-01-Q0334,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CONFLICT,conflitos de sincronização,EXC,exceções e reversões,LAY-06
SM-COMEX-01-Q0335,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CONFLICT,conflitos de sincronização,BUL,lote e produtividade,LAY-06
SM-COMEX-01-Q0336,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CONFLICT,conflitos de sincronização,ROL,papéis e aprovação,LAY-06
SM-COMEX-01-Q0337,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CONFLICT,conflitos de sincronização,UI,tela e navegação,LAY-06
SM-COMEX-01-Q0338,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CONFLICT,conflitos de sincronização,AUT,automação e sugestão,LAY-06
SM-COMEX-01-Q0339,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CONFLICT,conflitos de sincronização,INT,integração e offline,LAY-06
SM-COMEX-01-Q0340,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CONFLICT,conflitos de sincronização,TST,teste e aceite,LAY-06
SM-COMEX-01-Q0341,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,API,API e contratos,TRG,gatilho e entrada,LAY-12
SM-COMEX-01-Q0342,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,API,API e contratos,FLD,campos e defaults,LAY-12
SM-COMEX-01-Q0343,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,API,API e contratos,STA,estado e ação,LAY-12
SM-COMEX-01-Q0344,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,API,API e contratos,EXC,exceções e reversões,LAY-12
SM-COMEX-01-Q0345,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,API,API e contratos,BUL,lote e produtividade,LAY-12
SM-COMEX-01-Q0346,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,API,API e contratos,ROL,papéis e aprovação,LAY-12
SM-COMEX-01-Q0347,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,API,API e contratos,UI,tela e navegação,LAY-12
SM-COMEX-01-Q0348,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,API,API e contratos,AUT,automação e sugestão,LAY-12
SM-COMEX-01-Q0349,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,API,API e contratos,INT,integração e offline,LAY-12
SM-COMEX-01-Q0350,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,API,API e contratos,TST,teste e aceite,LAY-12
SM-COMEX-01-Q0351,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EVENT,eventos e integrações assíncronas,TRG,gatilho e entrada,LAY-12
SM-COMEX-01-Q0352,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EVENT,eventos e integrações assíncronas,FLD,campos e defaults,LAY-12
SM-COMEX-01-Q0353,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EVENT,eventos e integrações assíncronas,STA,estado e ação,LAY-12
SM-COMEX-01-Q0354,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EVENT,eventos e integrações assíncronas,EXC,exceções e reversões,LAY-12
SM-COMEX-01-Q0355,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EVENT,eventos e integrações assíncronas,BUL,lote e produtividade,LAY-12
SM-COMEX-01-Q0356,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EVENT,eventos e integrações assíncronas,ROL,papéis e aprovação,LAY-12
SM-COMEX-01-Q0357,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EVENT,eventos e integrações assíncronas,UI,tela e navegação,LAY-12
SM-COMEX-01-Q0358,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EVENT,eventos e integrações assíncronas,AUT,automação e sugestão,LAY-12
SM-COMEX-01-Q0359,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EVENT,eventos e integrações assíncronas,INT,integração e offline,LAY-12
SM-COMEX-01-Q0360,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EVENT,eventos e integrações assíncronas,TST,teste e aceite,LAY-12
SM-COMEX-01-Q0361,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IDEMP,idempotência e duplicidade,TRG,gatilho e entrada,LAY-06
SM-COMEX-01-Q0362,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IDEMP,idempotência e duplicidade,FLD,campos e defaults,LAY-06
SM-COMEX-01-Q0363,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IDEMP,idempotência e duplicidade,STA,estado e ação,LAY-06
SM-COMEX-01-Q0364,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IDEMP,idempotência e duplicidade,EXC,exceções e reversões,LAY-06
SM-COMEX-01-Q0365,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IDEMP,idempotência e duplicidade,BUL,lote e produtividade,LAY-06
SM-COMEX-01-Q0366,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IDEMP,idempotência e duplicidade,ROL,papéis e aprovação,LAY-06
SM-COMEX-01-Q0367,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IDEMP,idempotência e duplicidade,UI,tela e navegação,LAY-06
SM-COMEX-01-Q0368,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IDEMP,idempotência e duplicidade,AUT,automação e sugestão,LAY-06
SM-COMEX-01-Q0369,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IDEMP,idempotência e duplicidade,INT,integração e offline,LAY-06
SM-COMEX-01-Q0370,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IDEMP,idempotência e duplicidade,TST,teste e aceite,LAY-06
SM-COMEX-01-Q0371,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EXT,integrações externas,TRG,gatilho e entrada,LAY-20
SM-COMEX-01-Q0372,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EXT,integrações externas,FLD,campos e defaults,LAY-20
SM-COMEX-01-Q0373,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EXT,integrações externas,STA,estado e ação,LAY-20
SM-COMEX-01-Q0374,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EXT,integrações externas,EXC,exceções e reversões,LAY-20
SM-COMEX-01-Q0375,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EXT,integrações externas,BUL,lote e produtividade,LAY-20
SM-COMEX-01-Q0376,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EXT,integrações externas,ROL,papéis e aprovação,LAY-20
SM-COMEX-01-Q0377,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EXT,integrações externas,UI,tela e navegação,LAY-20
SM-COMEX-01-Q0378,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EXT,integrações externas,AUT,automação e sugestão,LAY-20
SM-COMEX-01-Q0379,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EXT,integrações externas,INT,integração e offline,LAY-20
SM-COMEX-01-Q0380,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,EXT,integrações externas,TST,teste e aceite,LAY-20
SM-COMEX-01-Q0381,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CALC,cálculos e fórmulas,TRG,gatilho e entrada,LAY-21
SM-COMEX-01-Q0382,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CALC,cálculos e fórmulas,FLD,campos e defaults,LAY-21
SM-COMEX-01-Q0383,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CALC,cálculos e fórmulas,STA,estado e ação,LAY-21
SM-COMEX-01-Q0384,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CALC,cálculos e fórmulas,EXC,exceções e reversões,LAY-21
SM-COMEX-01-Q0385,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CALC,cálculos e fórmulas,BUL,lote e produtividade,LAY-21
SM-COMEX-01-Q0386,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CALC,cálculos e fórmulas,ROL,papéis e aprovação,LAY-21
SM-COMEX-01-Q0387,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CALC,cálculos e fórmulas,UI,tela e navegação,LAY-21
SM-COMEX-01-Q0388,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CALC,cálculos e fórmulas,AUT,automação e sugestão,LAY-21
SM-COMEX-01-Q0389,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CALC,cálculos e fórmulas,INT,integração e offline,LAY-21
SM-COMEX-01-Q0390,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,CALC,cálculos e fórmulas,TST,teste e aceite,LAY-21
SM-COMEX-01-Q0391,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,FX,"moeda, câmbio e arredondamento",TRG,gatilho e entrada,LAY-21
SM-COMEX-01-Q0392,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,FX,"moeda, câmbio e arredondamento",FLD,campos e defaults,LAY-21
SM-COMEX-01-Q0393,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,FX,"moeda, câmbio e arredondamento",STA,estado e ação,LAY-21
SM-COMEX-01-Q0394,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,FX,"moeda, câmbio e arredondamento",EXC,exceções e reversões,LAY-21
SM-COMEX-01-Q0395,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,FX,"moeda, câmbio e arredondamento",BUL,lote e produtividade,LAY-21
SM-COMEX-01-Q0396,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,FX,"moeda, câmbio e arredondamento",ROL,papéis e aprovação,LAY-21
SM-COMEX-01-Q0397,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,FX,"moeda, câmbio e arredondamento",UI,tela e navegação,LAY-21
SM-COMEX-01-Q0398,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,FX,"moeda, câmbio e arredondamento",AUT,automação e sugestão,LAY-21
SM-COMEX-01-Q0399,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,FX,"moeda, câmbio e arredondamento",INT,integração e offline,LAY-21
SM-COMEX-01-Q0400,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,FX,"moeda, câmbio e arredondamento",TST,teste e aceite,LAY-21
SM-COMEX-01-Q0401,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,ACC,impacto contábil,TRG,gatilho e entrada,LAY-22
SM-COMEX-01-Q0402,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,ACC,impacto contábil,FLD,campos e defaults,LAY-22
SM-COMEX-01-Q0403,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,ACC,impacto contábil,STA,estado e ação,LAY-22
SM-COMEX-01-Q0404,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,ACC,impacto contábil,EXC,exceções e reversões,LAY-22
SM-COMEX-01-Q0405,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,ACC,impacto contábil,BUL,lote e produtividade,LAY-22
SM-COMEX-01-Q0406,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,ACC,impacto contábil,ROL,papéis e aprovação,LAY-22
SM-COMEX-01-Q0407,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,ACC,impacto contábil,UI,tela e navegação,LAY-22
SM-COMEX-01-Q0408,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,ACC,impacto contábil,AUT,automação e sugestão,LAY-22
SM-COMEX-01-Q0409,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,ACC,impacto contábil,INT,integração e offline,LAY-22
SM-COMEX-01-Q0410,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,ACC,impacto contábil,TST,teste e aceite,LAY-22
SM-COMEX-01-Q0411,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,TAX,impacto fiscal,TRG,gatilho e entrada,LAY-23
SM-COMEX-01-Q0412,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,TAX,impacto fiscal,FLD,campos e defaults,LAY-23
SM-COMEX-01-Q0413,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,TAX,impacto fiscal,STA,estado e ação,LAY-23
SM-COMEX-01-Q0414,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,TAX,impacto fiscal,EXC,exceções e reversões,LAY-23
SM-COMEX-01-Q0415,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,TAX,impacto fiscal,BUL,lote e produtividade,LAY-23
SM-COMEX-01-Q0416,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,TAX,impacto fiscal,ROL,papéis e aprovação,LAY-23
SM-COMEX-01-Q0417,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,TAX,impacto fiscal,UI,tela e navegação,LAY-23
SM-COMEX-01-Q0418,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,TAX,impacto fiscal,AUT,automação e sugestão,LAY-23
SM-COMEX-01-Q0419,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,TAX,impacto fiscal,INT,integração e offline,LAY-23
SM-COMEX-01-Q0420,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,TAX,impacto fiscal,TST,teste e aceite,LAY-23
SM-COMEX-01-Q0421,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,RECON,reconciliação,TRG,gatilho e entrada,LAY-06
SM-COMEX-01-Q0422,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,RECON,reconciliação,FLD,campos e defaults,LAY-06
SM-COMEX-01-Q0423,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,RECON,reconciliação,STA,estado e ação,LAY-06
SM-COMEX-01-Q0424,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,RECON,reconciliação,EXC,exceções e reversões,LAY-06
SM-COMEX-01-Q0425,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,RECON,reconciliação,BUL,lote e produtividade,LAY-06
SM-COMEX-01-Q0426,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,RECON,reconciliação,ROL,papéis e aprovação,LAY-06
SM-COMEX-01-Q0427,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,RECON,reconciliação,UI,tela e navegação,LAY-06
SM-COMEX-01-Q0428,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,RECON,reconciliação,AUT,automação e sugestão,LAY-06
SM-COMEX-01-Q0429,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,RECON,reconciliação,INT,integração e offline,LAY-06
SM-COMEX-01-Q0430,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,RECON,reconciliação,TST,teste e aceite,LAY-06
SM-COMEX-01-Q0431,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,REPORT,relatórios e drill-down,TRG,gatilho e entrada,LAY-24
SM-COMEX-01-Q0432,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,REPORT,relatórios e drill-down,FLD,campos e defaults,LAY-24
SM-COMEX-01-Q0433,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,REPORT,relatórios e drill-down,STA,estado e ação,LAY-24
SM-COMEX-01-Q0434,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,REPORT,relatórios e drill-down,EXC,exceções e reversões,LAY-24
SM-COMEX-01-Q0435,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,REPORT,relatórios e drill-down,BUL,lote e produtividade,LAY-24
SM-COMEX-01-Q0436,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,REPORT,relatórios e drill-down,ROL,papéis e aprovação,LAY-24
SM-COMEX-01-Q0437,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,REPORT,relatórios e drill-down,UI,tela e navegação,LAY-24
SM-COMEX-01-Q0438,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,REPORT,relatórios e drill-down,AUT,automação e sugestão,LAY-24
SM-COMEX-01-Q0439,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,REPORT,relatórios e drill-down,INT,integração e offline,LAY-24
SM-COMEX-01-Q0440,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,REPORT,relatórios e drill-down,TST,teste e aceite,LAY-24
SM-COMEX-01-Q0441,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,KPI,KPIs e alertas,TRG,gatilho e entrada,LAY-11
SM-COMEX-01-Q0442,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,KPI,KPIs e alertas,FLD,campos e defaults,LAY-11
SM-COMEX-01-Q0443,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,KPI,KPIs e alertas,STA,estado e ação,LAY-11
SM-COMEX-01-Q0444,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,KPI,KPIs e alertas,EXC,exceções e reversões,LAY-11
SM-COMEX-01-Q0445,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,KPI,KPIs e alertas,BUL,lote e produtividade,LAY-11
SM-COMEX-01-Q0446,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,KPI,KPIs e alertas,ROL,papéis e aprovação,LAY-11
SM-COMEX-01-Q0447,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,KPI,KPIs e alertas,UI,tela e navegação,LAY-11
SM-COMEX-01-Q0448,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,KPI,KPIs e alertas,AUT,automação e sugestão,LAY-11
SM-COMEX-01-Q0449,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,KPI,KPIs e alertas,INT,integração e offline,LAY-11
SM-COMEX-01-Q0450,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,KPI,KPIs e alertas,TST,teste e aceite,LAY-11
SM-COMEX-01-Q0451,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IO,importação e exportação de dados,TRG,gatilho e entrada,LAY-25
SM-COMEX-01-Q0452,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IO,importação e exportação de dados,FLD,campos e defaults,LAY-25
SM-COMEX-01-Q0453,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IO,importação e exportação de dados,STA,estado e ação,LAY-25
SM-COMEX-01-Q0454,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IO,importação e exportação de dados,EXC,exceções e reversões,LAY-25
SM-COMEX-01-Q0455,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IO,importação e exportação de dados,BUL,lote e produtividade,LAY-25
SM-COMEX-01-Q0456,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IO,importação e exportação de dados,ROL,papéis e aprovação,LAY-25
SM-COMEX-01-Q0457,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IO,importação e exportação de dados,UI,tela e navegação,LAY-25
SM-COMEX-01-Q0458,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IO,importação e exportação de dados,AUT,automação e sugestão,LAY-25
SM-COMEX-01-Q0459,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IO,importação e exportação de dados,INT,integração e offline,LAY-25
SM-COMEX-01-Q0460,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,IO,importação e exportação de dados,TST,teste e aceite,LAY-25
SM-COMEX-01-Q0461,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,PERF,desempenho e volume,TRG,gatilho e entrada,LAY-26
SM-COMEX-01-Q0462,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,PERF,desempenho e volume,FLD,campos e defaults,LAY-26
SM-COMEX-01-Q0463,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,PERF,desempenho e volume,STA,estado e ação,LAY-26
SM-COMEX-01-Q0464,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,PERF,desempenho e volume,EXC,exceções e reversões,LAY-26
SM-COMEX-01-Q0465,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,PERF,desempenho e volume,BUL,lote e produtividade,LAY-26
SM-COMEX-01-Q0466,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,PERF,desempenho e volume,ROL,papéis e aprovação,LAY-26
SM-COMEX-01-Q0467,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,PERF,desempenho e volume,UI,tela e navegação,LAY-26
SM-COMEX-01-Q0468,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,PERF,desempenho e volume,AUT,automação e sugestão,LAY-26
SM-COMEX-01-Q0469,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,PERF,desempenho e volume,INT,integração e offline,LAY-26
SM-COMEX-01-Q0470,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,PERF,desempenho e volume,TST,teste e aceite,LAY-26
SM-COMEX-01-Q0471,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SEC,segurança e privacidade,TRG,gatilho e entrada,LAY-12
SM-COMEX-01-Q0472,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SEC,segurança e privacidade,FLD,campos e defaults,LAY-12
SM-COMEX-01-Q0473,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SEC,segurança e privacidade,STA,estado e ação,LAY-12
SM-COMEX-01-Q0474,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SEC,segurança e privacidade,EXC,exceções e reversões,LAY-12
SM-COMEX-01-Q0475,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SEC,segurança e privacidade,BUL,lote e produtividade,LAY-12
SM-COMEX-01-Q0476,SUBMODULE,SM-COMEX-01,COMEX,Pedido internacional e produção,PR-COMEX-01,SEC,segurança e privacidade,ROL,papéis e aprovação,LAY-12
